policy_number,client_name,client_type,carrier_name,category,sub_category,issue_date,expiry_date,premium_amount,policy_status,distribution_channel,region,claim_amount,claim_status,commission_earned
POL-38464267,"Dubey, Sankaran and Butala",Corporate/B2B,Bajaj Allianz,Travel,Flight,2025-09-09,2025-12-05,19403.1,Active,Agency,Maharashtra,0.0,No Claim,1591.05
POL-73528377,"Dubey, Sankaran and Butala",Corporate/B2B,ICICI Lombard,Motor,2W,2024-10-28,2025-03-27,19327.88,Cancelled,Direct,Maharashtra,0.0,No Claim,3189.1
POL-44134024,Qabil Sodhi,Individual/B2C,HDFC ERGO,Travel,Flight,2025-01-19,2025-01-28,31413.71,Renewed,Direct,Gujarat,0.0,No Claim,2827.23
POL-25873690,Qabil Sodhi,Individual/B2C,TATA AIG,Motor,2W,2025-12-12,2026-02-18,48469.68,Cancelled,Direct,Gujarat,22718.44,Settled,7561.27
POL-1155416,"Master, Bhavsar and Chandra",Corporate/B2B,HDFC ERGO,Home,Theft,2025-07-09,2026-06-13,31891.73,Cancelled,Agency,Delhi,32150.06,Approved,4751.87
POL-41538662,"Master, Bhavsar and Chandra",Corporate/B2B,New India Assurance,Home,Damage,2025-03-27,2025-12-16,11021.11,Cancelled,Direct,Delhi,0.0,No Claim,1741.34
POL-11779402,"Master, Bhavsar and Chandra",Corporate/B2B,ICICI Lombard,Health,Group Medi,2026-05-30,2026-12-30,36025.5,Renewed,Broker,Delhi,28042.48,Rejected,6196.39
POL-55609618,Urmi Sengupta,Individual/B2C,United India,Motor,CV,2025-11-02,2026-05-07,23521.5,Expired,Direct,West Bengal,5090.51,Under Review,3010.75
POL-80017931,Urmi Sengupta,Individual/B2C,HDFC ERGO,Motor,2W,2025-12-12,2026-03-11,37424.37,Cancelled,Online,West Bengal,0.0,No Claim,3443.04
POL-95679240,Panini Chahal,Individual/B2C,HDFC ERGO,Health,Individual,2025-04-03,2026-04-01,46703.0,Active,Online,West Bengal,0.0,No Claim,7472.48
POL-44926536,Mugdha Agarwal,Individual/B2C,United India,Travel,Flight,2025-02-10,2025-04-06,35551.16,Expired,Broker,West Bengal,0.0,No Claim,6150.35
POL-91806153,Mugdha Agarwal,Individual/B2C,HDFC ERGO,Travel,Flight,2025-11-20,2026-02-03,9265.12,Expired,Agency,West Bengal,0.0,No Claim,1130.34
POL-82836171,Mugdha Agarwal,Individual/B2C,HDFC ERGO,Motor,4W,2025-03-09,2025-10-26,6559.88,Cancelled,Online,West Bengal,0.0,No Claim,1161.1
POL-11139844,Mugdha Agarwal,Individual/B2C,New India Assurance,Health,Group Medi,2026-02-01,2026-07-23,6618.03,Renewed,Agency,West Bengal,0.0,No Claim,608.86
POL-5691305,Vala-Krishnan,Corporate/B2B,ICICI Lombard,Home,Damage,2024-09-21,2025-03-15,42078.18,Active,Agency,Karnataka,0.0,No Claim,3702.88
POL-94299945,Isha Vora,Individual/B2C,Bajaj Allianz,Home,Damage,2025-05-15,2025-10-01,44209.66,Cancelled,Agency,Tamil Nadu,0.0,No Claim,6852.5
POL-30742772,Ria Srivastava,Individual/B2C,HDFC ERGO,Motor,2W,2025-08-18,2026-06-28,44429.66,Expired,Agency,Uttar Pradesh,0.0,No Claim,6353.44
POL-34233832,Ria Srivastava,Individual/B2C,New India Assurance,Health,Group Medi,2026-05-27,2027-04-07,41493.75,Expired,Broker,Uttar Pradesh,0.0,No Claim,3568.46
POL-18649146,Ria Srivastava,Individual/B2C,United India,Travel,Flight,2025-05-21,2025-12-14,26729.54,Renewed,Online,Uttar Pradesh,0.0,No Claim,3688.68
POL-27621797,Darika Tripathi,Individual/B2C,New India Assurance,Travel,Flight,2024-06-24,2024-09-09,43068.44,Active,Broker,West Bengal,0.0,No Claim,5168.21
POL-99990199,Darika Tripathi,Individual/B2C,TATA AIG,Motor,CV,2026-02-10,2027-01-21,26130.87,Cancelled,Online,West Bengal,7532.1,Settled,3318.62
POL-18675814,Darika Tripathi,Individual/B2C,United India,Home,Damage,2026-05-26,2027-01-20,49799.3,Renewed,Agency,West Bengal,29677.21,Rejected,7370.3
POL-94044415,Darika Tripathi,Individual/B2C,TATA AIG,Travel,Flight,2025-06-12,2026-01-03,34758.6,Active,Online,West Bengal,33463.94,Under Review,3788.69
POL-25709955,Raj LLC,Corporate/B2B,ICICI Lombard,Home,Theft,2025-09-29,2026-03-20,23921.06,Active,Broker,Tamil Nadu,30629.64,Registered,2607.4
POL-47913613,Raj LLC,Corporate/B2B,United India,Motor,2W,2024-08-12,2024-12-15,45799.39,Cancelled,Agency,Tamil Nadu,0.0,No Claim,7236.3
POL-41730351,Laban Tata,Individual/B2C,HDFC ERGO,Motor,CV,2024-07-02,2025-06-04,25101.18,Cancelled,Online,Tamil Nadu,0.0,No Claim,2660.73
POL-33362782,Laban Tata,Individual/B2C,ICICI Lombard,Home,Theft,2025-11-25,2026-09-29,38258.5,Expired,Agency,Tamil Nadu,0.0,No Claim,4246.69
POL-40203010,Laban Tata,Individual/B2C,ICICI Lombard,Motor,CV,2025-08-15,2026-01-14,20160.84,Expired,Direct,Tamil Nadu,34716.93,Under Review,2782.2
POL-40101154,Jani Group,Corporate/B2B,Bajaj Allianz,Motor,2W,2024-09-05,2025-02-02,38423.03,Renewed,Broker,Gujarat,0.0,No Claim,4264.96
POL-94498359,Pavani Mann,Individual/B2C,TATA AIG,Motor,CV,2024-07-08,2025-05-14,30407.64,Renewed,Direct,West Bengal,21616.05,Settled,5442.97
POL-38598271,Pavani Mann,Individual/B2C,Bajaj Allianz,Home,Theft,2025-04-20,2025-06-18,19583.78,Renewed,Online,West Bengal,28228.04,Under Review,2937.57
POL-26793951,Pavani Mann,Individual/B2C,HDFC ERGO,Health,Individual,2025-11-11,2026-09-08,35328.13,Expired,Online,West Bengal,0.0,No Claim,2896.91
POL-92842580,Sarna Inc,Corporate/B2B,United India,Health,Individual,2024-08-08,2025-03-14,44456.17,Renewed,Direct,Tamil Nadu,0.0,No Claim,6268.32
POL-92412385,Sarna Inc,Corporate/B2B,HDFC ERGO,Home,Damage,2026-01-25,2026-03-01,6911.59,Active,Broker,Tamil Nadu,0.0,No Claim,559.84
POL-97120959,"Mannan, Singh and Talwar",Corporate/B2B,TATA AIG,Travel,Flight,2025-02-02,2025-11-24,9296.74,Expired,Direct,Uttar Pradesh,27902.85,Approved,1450.29
POL-82679223,Thomas Ganguly,Individual/B2C,United India,Travel,Flight,2024-08-12,2025-04-15,40749.84,Expired,Broker,Gujarat,0.0,No Claim,3952.73
POL-44936256,Thomas Ganguly,Individual/B2C,Bajaj Allianz,Home,Theft,2025-12-12,2026-06-29,29731.18,Renewed,Broker,Gujarat,0.0,No Claim,5262.42
POL-64715320,Thomas Ganguly,Individual/B2C,Bajaj Allianz,Motor,4W,2024-09-13,2025-03-31,24476.63,Renewed,Broker,Gujarat,0.0,No Claim,3133.01
POL-69113125,Mani-Garg,Corporate/B2B,HDFC ERGO,Health,Group Medi,2025-12-12,2026-07-23,10437.65,Expired,Agency,Gujarat,0.0,No Claim,1148.14
POL-73266639,Mani-Garg,Corporate/B2B,ICICI Lombard,Travel,Overseas,2026-06-15,2026-07-23,6656.89,Cancelled,Agency,Gujarat,0.0,No Claim,778.86
POL-13470632,"Bahl, Pau and Natt",Corporate/B2B,TATA AIG,Home,Damage,2025-02-28,2025-03-02,44932.85,Expired,Agency,Uttar Pradesh,0.0,No Claim,4268.62
POL-1203837,"Bahl, Pau and Natt",Corporate/B2B,TATA AIG,Health,Group Medi,2026-03-28,2027-01-08,25064.12,Cancelled,Online,Uttar Pradesh,0.0,No Claim,4336.09
POL-76942812,"Bahl, Pau and Natt",Corporate/B2B,United India,Travel,Overseas,2025-10-05,2026-07-14,32603.63,Renewed,Direct,Uttar Pradesh,0.0,No Claim,2934.33
POL-90181854,"Bahl, Pau and Natt",Corporate/B2B,Bajaj Allianz,Home,Damage,2026-06-07,2027-05-08,17833.45,Cancelled,Broker,Uttar Pradesh,0.0,No Claim,2371.85
POL-54399043,Jalsa Sahni,Individual/B2C,Bajaj Allianz,Motor,2W,2026-02-09,2026-04-02,10713.2,Expired,Agency,Gujarat,0.0,No Claim,953.47
POL-78870305,Rout-Gill,Corporate/B2B,ICICI Lombard,Health,Group Medi,2024-08-12,2024-12-04,34965.07,Active,Agency,West Bengal,0.0,No Claim,3251.75
POL-32597675,Rout-Gill,Corporate/B2B,HDFC ERGO,Home,Theft,2025-02-10,2026-01-18,47877.5,Expired,Direct,West Bengal,0.0,No Claim,6990.11
POL-41819537,Rout-Gill,Corporate/B2B,United India,Health,Individual,2024-11-30,2024-12-23,37378.16,Renewed,Direct,West Bengal,0.0,No Claim,3251.9
POL-34776425,Rout-Gill,Corporate/B2B,Bajaj Allianz,Health,Individual,2025-12-02,2026-10-28,44657.84,Cancelled,Agency,West Bengal,0.0,No Claim,3929.89
POL-75078523,Rout-Gill,Corporate/B2B,ICICI Lombard,Home,Damage,2026-03-24,2027-02-24,19813.71,Renewed,Broker,West Bengal,0.0,No Claim,3051.31
POL-77269523,Rout-Gill,Corporate/B2B,HDFC ERGO,Travel,Flight,2026-01-21,2026-05-02,13084.0,Active,Online,West Bengal,0.0,No Claim,1831.76
POL-55461434,Rout-Gill,Corporate/B2B,Bajaj Allianz,Health,Group Medi,2024-12-17,2025-07-24,41465.24,Renewed,Agency,West Bengal,0.0,No Claim,6592.97
POL-67993373,Anita Gara,Individual/B2C,Bajaj Allianz,Health,Group Medi,2026-02-04,2026-05-23,10707.83,Cancelled,Broker,Karnataka,0.0,No Claim,1370.6
POL-33954509,Anita Gara,Individual/B2C,United India,Health,Individual,2026-05-08,2026-06-13,10085.49,Cancelled,Broker,Karnataka,1876.34,Rejected,1240.52
POL-31452901,Anita Gara,Individual/B2C,New India Assurance,Health,Individual,2025-11-07,2026-03-04,37780.13,Renewed,Broker,Karnataka,0.0,No Claim,4986.98
POL-19618837,Orinder Thaker,Individual/B2C,HDFC ERGO,Motor,CV,2026-02-21,2026-12-29,28993.17,Expired,Broker,Delhi,0.0,No Claim,4696.89
POL-81700649,Orinder Thaker,Individual/B2C,HDFC ERGO,Travel,Flight,2024-10-09,2025-08-07,49843.9,Expired,Broker,Delhi,0.0,No Claim,8772.53
POL-60908089,Orinder Thaker,Individual/B2C,New India Assurance,Motor,4W,2024-12-11,2025-02-11,23819.13,Active,Broker,Delhi,0.0,No Claim,2262.82
POL-90808985,Dakshesh Pandey,Individual/B2C,ICICI Lombard,Motor,2W,2026-06-04,2027-03-22,48651.18,Cancelled,Online,Karnataka,18445.6,Rejected,5400.28
POL-20345877,Dakshesh Pandey,Individual/B2C,United India,Health,Individual,2024-10-02,2024-11-09,28439.64,Renewed,Direct,Karnataka,29224.54,Rejected,3810.91
POL-91310833,Dakshesh Pandey,Individual/B2C,Bajaj Allianz,Motor,CV,2025-08-09,2025-08-27,24805.79,Active,Direct,Karnataka,0.0,No Claim,3522.42
POL-99212572,"Kaul, Comar and Jaggi",Corporate/B2B,HDFC ERGO,Health,Group Medi,2025-09-23,2026-02-17,31070.88,Expired,Broker,West Bengal,0.0,No Claim,3542.08
POL-45827691,"Kaul, Comar and Jaggi",Corporate/B2B,TATA AIG,Motor,CV,2025-04-10,2025-11-18,5661.41,Renewed,Agency,West Bengal,0.0,No Claim,707.68
POL-55257596,"Kaul, Comar and Jaggi",Corporate/B2B,HDFC ERGO,Health,Individual,2025-08-08,2025-11-13,6076.81,Cancelled,Direct,West Bengal,0.0,No Claim,1014.83
POL-69162174,Jason Chad,Individual/B2C,New India Assurance,Motor,CV,2025-04-21,2025-12-27,10373.34,Active,Online,Gujarat,0.0,No Claim,1721.97
POL-10954538,Jason Chad,Individual/B2C,New India Assurance,Health,Individual,2025-12-08,2026-11-27,49889.26,Expired,Broker,Gujarat,0.0,No Claim,6485.6
POL-25507494,Jason Chad,Individual/B2C,Bajaj Allianz,Motor,2W,2024-09-20,2024-09-25,32425.07,Renewed,Direct,Gujarat,0.0,No Claim,3307.36
POL-46974790,Jason Chad,Individual/B2C,TATA AIG,Motor,2W,2025-11-23,2026-06-12,48068.78,Renewed,Online,Gujarat,0.0,No Claim,8075.56
POL-378277,Girindra Pillai,Individual/B2C,TATA AIG,Health,Individual,2024-09-26,2025-01-17,39352.3,Renewed,Agency,Gujarat,0.0,No Claim,4525.51
POL-64043185,Girindra Pillai,Individual/B2C,ICICI Lombard,Motor,2W,2025-05-29,2025-12-25,49436.52,Active,Broker,Gujarat,31995.75,Rejected,7810.97
POL-42941263,"Singh, Kadakia and Karan",Corporate/B2B,New India Assurance,Home,Damage,2024-06-26,2024-08-24,8197.5,Cancelled,Online,Maharashtra,0.0,No Claim,934.51
POL-38984811,"Singh, Kadakia and Karan",Corporate/B2B,HDFC ERGO,Travel,Overseas,2025-02-04,2025-09-02,49651.96,Renewed,Broker,Maharashtra,25107.06,Rejected,6802.32
POL-39415567,"Singh, Kadakia and Karan",Corporate/B2B,ICICI Lombard,Health,Individual,2025-06-09,2025-10-01,43359.95,Active,Online,Maharashtra,0.0,No Claim,5289.91
POL-45990577,"Singh, Kadakia and Karan",Corporate/B2B,United India,Health,Group Medi,2024-12-31,2025-04-18,19757.01,Active,Online,Maharashtra,0.0,No Claim,2272.06
POL-57048802,Saksham Morar,Individual/B2C,HDFC ERGO,Home,Damage,2024-10-18,2025-08-01,17956.23,Cancelled,Online,Maharashtra,0.0,No Claim,1831.54
POL-1016486,Saksham Morar,Individual/B2C,TATA AIG,Motor,4W,2024-11-05,2025-06-15,33718.25,Renewed,Agency,Maharashtra,0.0,No Claim,3978.75
POL-77341373,Saksham Morar,Individual/B2C,New India Assurance,Motor,CV,2026-03-07,2026-11-06,36987.54,Expired,Agency,Maharashtra,0.0,No Claim,6435.83
POL-95378600,"Wadhwa, Jain and Shenoy",Corporate/B2B,Bajaj Allianz,Motor,2W,2025-09-08,2026-03-09,43425.35,Expired,Broker,Maharashtra,0.0,No Claim,4168.83
POL-29361305,Gara-Prasad,Corporate/B2B,ICICI Lombard,Motor,4W,2025-06-03,2025-07-14,43994.1,Cancelled,Online,Uttar Pradesh,0.0,No Claim,7127.04
POL-48959080,Gara-Prasad,Corporate/B2B,New India Assurance,Motor,CV,2024-12-01,2025-08-04,23458.73,Expired,Online,Uttar Pradesh,21345.4,Approved,3424.97
POL-53463384,Gara-Prasad,Corporate/B2B,New India Assurance,Travel,Overseas,2024-08-04,2025-02-13,49636.53,Active,Agency,Uttar Pradesh,0.0,No Claim,8041.12
POL-17306248,Gara-Prasad,Corporate/B2B,TATA AIG,Health,Individual,2024-11-17,2025-03-23,35150.04,Expired,Online,Uttar Pradesh,39746.54,Rejected,5413.11
POL-79793807,Parikh-Krishnamurthy,Corporate/B2B,New India Assurance,Motor,CV,2026-06-17,2027-05-02,10739.82,Cancelled,Broker,Gujarat,0.0,No Claim,1911.69
POL-35604249,Parikh-Krishnamurthy,Corporate/B2B,Bajaj Allianz,Motor,4W,2026-04-17,2026-06-14,35298.25,Expired,Direct,Gujarat,0.0,No Claim,3882.81
POL-76137454,Yasti Bhavsar,Individual/B2C,TATA AIG,Health,Individual,2025-02-23,2025-06-28,27981.84,Cancelled,Agency,West Bengal,0.0,No Claim,4896.82
POL-497807,Keer Inc,Corporate/B2B,United India,Motor,2W,2025-08-01,2025-10-29,49334.88,Cancelled,Agency,West Bengal,0.0,No Claim,4834.82
POL-74059532,Elijah Goyal,Individual/B2C,United India,Health,Individual,2024-07-17,2025-03-16,24552.04,Active,Broker,Uttar Pradesh,0.0,No Claim,2995.35
POL-86618374,Elijah Goyal,Individual/B2C,TATA AIG,Motor,4W,2025-11-29,2026-07-24,27846.11,Active,Direct,Uttar Pradesh,0.0,No Claim,2283.38
POL-92296446,Orinder Oak,Individual/B2C,United India,Home,Theft,2025-03-22,2025-09-15,20833.31,Expired,Online,Tamil Nadu,0.0,No Claim,3375.0
POL-78789502,Orinder Oak,Individual/B2C,United India,Travel,Overseas,2025-11-20,2026-02-27,27849.67,Renewed,Direct,Tamil Nadu,0.0,No Claim,3843.25
POL-58450149,Orinder Oak,Individual/B2C,ICICI Lombard,Home,Theft,2025-10-17,2026-05-01,49040.38,Renewed,Agency,Tamil Nadu,0.0,No Claim,8434.95
POL-44170801,"Sur, Sen and Saxena",Corporate/B2B,Bajaj Allianz,Home,Damage,2024-07-04,2025-05-01,13449.64,Expired,Direct,Delhi,0.0,No Claim,1560.16
POL-60521395,"Sur, Sen and Saxena",Corporate/B2B,New India Assurance,Health,Individual,2025-06-01,2026-01-16,6475.87,Cancelled,Direct,Delhi,0.0,No Claim,1055.57
POL-2572953,"Sur, Sen and Saxena",Corporate/B2B,TATA AIG,Home,Theft,2024-10-20,2025-01-20,19777.8,Renewed,Direct,Delhi,36478.6,Registered,2571.11
POL-50434672,"Walla, Murty and Pradhan",Corporate/B2B,TATA AIG,Travel,Overseas,2025-08-02,2026-06-25,23136.61,Renewed,Direct,Maharashtra,0.0,No Claim,3054.03
POL-22518332,"Walla, Murty and Pradhan",Corporate/B2B,Bajaj Allianz,Travel,Flight,2024-08-16,2025-07-08,34094.99,Active,Direct,Maharashtra,0.0,No Claim,4500.54
POL-9863086,"Walla, Murty and Pradhan",Corporate/B2B,New India Assurance,Motor,2W,2026-01-10,2026-04-27,31902.03,Renewed,Online,Maharashtra,0.0,No Claim,4434.38
POL-93765123,"Walla, Murty and Pradhan",Corporate/B2B,TATA AIG,Home,Theft,2025-03-25,2025-05-28,6120.43,Active,Broker,Maharashtra,33165.09,Registered,624.28
POL-86044563,Hemal Dhawan,Individual/B2C,HDFC ERGO,Motor,4W,2025-12-01,2026-01-22,34645.07,Renewed,Online,Maharashtra,0.0,No Claim,3603.09
POL-46831156,Borde Group,Corporate/B2B,TATA AIG,Home,Theft,2025-08-27,2025-09-11,19135.6,Cancelled,Online,West Bengal,15010.42,Under Review,2621.58
POL-26112292,Borde Group,Corporate/B2B,United India,Health,Individual,2025-09-04,2026-07-18,31802.96,Active,Agency,West Bengal,0.0,No Claim,4420.61
POL-50114127,Borde Group,Corporate/B2B,TATA AIG,Motor,CV,2025-02-20,2025-08-14,18792.28,Expired,Direct,West Bengal,0.0,No Claim,2536.96
POL-371720,Advik Mody,Individual/B2C,TATA AIG,Motor,CV,2026-05-09,2026-08-05,10512.74,Active,Online,Tamil Nadu,0.0,No Claim,893.58
POL-78569134,Advik Mody,Individual/B2C,TATA AIG,Travel,Flight,2025-04-11,2025-05-30,20345.98,Cancelled,Direct,Tamil Nadu,0.0,No Claim,2115.98
POL-40340332,Advik Mody,Individual/B2C,New India Assurance,Motor,CV,2025-12-01,2026-08-19,45657.77,Expired,Online,Tamil Nadu,0.0,No Claim,5752.88
POL-74258072,Zilmil Swaminathan,Individual/B2C,United India,Travel,Overseas,2026-03-12,2026-12-05,30316.79,Cancelled,Agency,West Bengal,0.0,No Claim,4244.35
POL-36753851,Osha Rai,Individual/B2C,ICICI Lombard,Home,Damage,2025-10-15,2026-04-30,49874.06,Cancelled,Direct,Tamil Nadu,29285.04,Settled,7830.23
POL-7624471,Osha Rai,Individual/B2C,Bajaj Allianz,Motor,2W,2024-11-04,2025-05-10,33059.89,Active,Broker,Tamil Nadu,10456.7,Rejected,2677.85
POL-73765444,Mahika Rana,Individual/B2C,HDFC ERGO,Motor,CV,2025-07-14,2026-05-05,14701.57,Expired,Online,Maharashtra,0.0,No Claim,2469.86
POL-45306744,Mahika Rana,Individual/B2C,HDFC ERGO,Home,Damage,2026-04-19,2027-02-26,45659.87,Expired,Agency,Maharashtra,0.0,No Claim,6848.98
POL-5747099,Deol and Sons,Corporate/B2B,United India,Home,Damage,2026-06-08,2026-10-20,25543.78,Renewed,Agency,Delhi,0.0,No Claim,4214.72
POL-11717486,Deol and Sons,Corporate/B2B,TATA AIG,Home,Theft,2024-10-15,2025-04-09,24649.88,Active,Broker,Delhi,0.0,No Claim,4338.38
POL-83017365,Jonathan Ravi,Individual/B2C,ICICI Lombard,Home,Damage,2024-09-12,2025-05-18,29137.75,Cancelled,Direct,Maharashtra,0.0,No Claim,4895.14
POL-69888883,Jonathan Ravi,Individual/B2C,HDFC ERGO,Home,Theft,2025-08-03,2026-02-24,45794.76,Cancelled,Direct,Maharashtra,16986.23,Rejected,6640.24
POL-69010606,"Rastogi, Deep and Venkatesh",Corporate/B2B,New India Assurance,Travel,Flight,2025-10-06,2026-05-28,38439.73,Active,Online,West Bengal,0.0,No Claim,3498.02
POL-62003068,Butala Ltd,Corporate/B2B,Bajaj Allianz,Health,Individual,2025-06-10,2025-07-28,35729.5,Active,Online,Tamil Nadu,37619.44,Settled,2929.82
POL-73016739,Butala Ltd,Corporate/B2B,New India Assurance,Travel,Overseas,2025-01-05,2025-04-23,42073.77,Cancelled,Direct,Tamil Nadu,0.0,No Claim,5006.78
POL-34624015,Butala Ltd,Corporate/B2B,ICICI Lombard,Home,Damage,2024-10-14,2025-09-07,41115.92,Renewed,Broker,Tamil Nadu,7347.65,Approved,7030.82
POL-5006875,Ubika Lala,Individual/B2C,Bajaj Allianz,Home,Damage,2025-05-19,2025-08-18,41537.2,Active,Online,Gujarat,0.0,No Claim,6770.56
POL-10890056,"Pandit, Upadhyay and Peri",Corporate/B2B,United India,Motor,4W,2025-01-21,2025-09-28,16455.59,Expired,Online,West Bengal,0.0,No Claim,1629.1
POL-94260282,Ekapad Choudhry,Individual/B2C,Bajaj Allianz,Motor,2W,2024-07-08,2024-09-28,32227.67,Renewed,Online,Uttar Pradesh,0.0,No Claim,3738.41
POL-70225296,Ekapad Choudhry,Individual/B2C,ICICI Lombard,Motor,CV,2025-01-20,2025-11-26,8054.45,Cancelled,Direct,Uttar Pradesh,0.0,No Claim,845.72
POL-76776559,Ekapad Choudhry,Individual/B2C,TATA AIG,Health,Individual,2025-08-22,2026-04-09,23688.29,Cancelled,Agency,Uttar Pradesh,0.0,No Claim,3387.43
POL-79002257,Ekapad Choudhry,Individual/B2C,United India,Home,Theft,2025-12-18,2026-03-13,33483.04,Cancelled,Direct,Uttar Pradesh,0.0,No Claim,3850.55
POL-25451059,Ekapad Choudhry,Individual/B2C,Bajaj Allianz,Motor,CV,2025-05-22,2026-02-17,23678.47,Expired,Direct,Uttar Pradesh,0.0,No Claim,3504.41
POL-6401769,Oliver Divan,Individual/B2C,HDFC ERGO,Motor,2W,2024-09-27,2024-12-09,26588.22,Cancelled,Broker,Karnataka,0.0,No Claim,4706.11
POL-14427557,Ekani Tripathi,Individual/B2C,New India Assurance,Health,Individual,2025-06-17,2025-12-29,18092.46,Active,Online,Karnataka,0.0,No Claim,3130.0
POL-23530915,Ekani Tripathi,Individual/B2C,United India,Health,Group Medi,2025-04-25,2025-11-07,15733.52,Active,Agency,Karnataka,2548.66,Settled,2753.37
POL-41649491,Krish Ram,Individual/B2C,HDFC ERGO,Motor,CV,2025-10-10,2026-05-20,36913.83,Renewed,Broker,Gujarat,0.0,No Claim,3580.64
POL-75784297,Agarwal-Sarkar,Corporate/B2B,ICICI Lombard,Travel,Overseas,2026-01-09,2026-09-16,17556.7,Expired,Agency,Gujarat,0.0,No Claim,2580.83
POL-93595107,Agarwal-Sarkar,Corporate/B2B,Bajaj Allianz,Motor,CV,2026-01-29,2027-01-26,7044.51,Renewed,Online,Gujarat,0.0,No Claim,774.9
POL-42272917,Agarwal-Sarkar,Corporate/B2B,ICICI Lombard,Health,Group Medi,2025-04-24,2026-01-25,24682.53,Expired,Online,Gujarat,0.0,No Claim,3430.87
POL-66460924,Amruta Soman,Individual/B2C,ICICI Lombard,Home,Theft,2026-04-17,2026-04-19,36084.43,Cancelled,Direct,West Bengal,0.0,No Claim,5087.9
POL-62776856,Amruta Soman,Individual/B2C,TATA AIG,Health,Group Medi,2025-08-13,2026-04-12,13434.42,Renewed,Broker,West Bengal,0.0,No Claim,1719.61
POL-11224251,Narayanan LLC,Corporate/B2B,United India,Health,Individual,2025-09-01,2026-03-05,47128.72,Active,Agency,West Bengal,0.0,No Claim,7587.72
POL-3014012,Narayanan LLC,Corporate/B2B,United India,Motor,4W,2026-03-27,2026-07-10,9167.74,Expired,Online,West Bengal,0.0,No Claim,1100.13
POL-70939218,"Pandya, Gera and Minhas",Corporate/B2B,HDFC ERGO,Travel,Overseas,2025-09-04,2025-11-22,46278.0,Active,Agency,Maharashtra,0.0,No Claim,6756.59
POL-29980026,"Dhar, Konda and Sibal",Corporate/B2B,TATA AIG,Health,Group Medi,2025-04-25,2025-11-08,38937.03,Renewed,Online,Tamil Nadu,0.0,No Claim,6346.74
POL-27863984,"Dhar, Konda and Sibal",Corporate/B2B,United India,Motor,2W,2026-01-16,2026-06-06,26839.65,Expired,Agency,Tamil Nadu,0.0,No Claim,4294.34
POL-83239540,"Dhar, Konda and Sibal",Corporate/B2B,United India,Home,Theft,2024-08-25,2025-06-10,38678.52,Active,Agency,Tamil Nadu,0.0,No Claim,6420.63
POL-41889185,"Hayer, Kulkarni and Pillai",Corporate/B2B,United India,Motor,CV,2025-07-08,2025-12-16,35899.26,Cancelled,Broker,Uttar Pradesh,0.0,No Claim,4236.11
POL-52483195,"Hayer, Kulkarni and Pillai",Corporate/B2B,New India Assurance,Home,Theft,2025-11-23,2026-08-12,26456.32,Active,Online,Uttar Pradesh,0.0,No Claim,2328.16
POL-81895553,Dalbir Murthy,Individual/B2C,ICICI Lombard,Travel,Overseas,2024-11-30,2025-03-09,28259.62,Expired,Direct,Tamil Nadu,10487.24,Settled,3843.31
POL-31600343,Dalbir Murthy,Individual/B2C,HDFC ERGO,Motor,2W,2025-09-03,2026-04-17,9725.14,Renewed,Online,Tamil Nadu,20309.41,Approved,787.74
POL-78232144,Dalbir Murthy,Individual/B2C,United India,Travel,Overseas,2026-01-21,2026-09-27,37397.39,Active,Direct,Tamil Nadu,0.0,No Claim,4225.91
POL-61160811,Bobal-Narayanan,Corporate/B2B,TATA AIG,Health,Individual,2025-02-07,2025-07-15,13236.31,Renewed,Direct,Uttar Pradesh,0.0,No Claim,1667.78
POL-86563700,Ojasvi Munshi,Individual/B2C,New India Assurance,Health,Individual,2026-03-29,2027-02-22,12159.24,Active,Online,West Bengal,0.0,No Claim,1617.18
POL-53386711,Lohit Sarraf,Individual/B2C,HDFC ERGO,Travel,Flight,2025-09-02,2026-02-11,12820.41,Expired,Online,Karnataka,0.0,No Claim,1551.27
POL-33339682,Lohit Sarraf,Individual/B2C,New India Assurance,Motor,4W,2026-05-31,2026-08-29,35241.05,Cancelled,Broker,Karnataka,20720.06,Approved,5885.26
POL-87104561,Swaminathan PLC,Corporate/B2B,New India Assurance,Health,Group Medi,2024-07-19,2025-04-07,23167.8,Expired,Online,West Bengal,0.0,No Claim,3428.83
POL-826959,Swaminathan PLC,Corporate/B2B,ICICI Lombard,Travel,Overseas,2025-09-16,2025-12-15,41521.86,Cancelled,Direct,West Bengal,0.0,No Claim,6435.89
POL-93205364,Ravel LLC,Corporate/B2B,HDFC ERGO,Motor,2W,2024-11-20,2025-09-09,28871.51,Expired,Online,Maharashtra,0.0,No Claim,4763.8
POL-45948901,Ravel LLC,Corporate/B2B,New India Assurance,Home,Theft,2025-06-18,2026-05-05,43549.69,Cancelled,Online,Maharashtra,0.0,No Claim,5095.31
POL-37998321,Nanda Ltd,Corporate/B2B,ICICI Lombard,Travel,Flight,2025-09-04,2025-10-18,38210.23,Active,Agency,West Bengal,0.0,No Claim,6419.32
POL-95348815,Nanda Ltd,Corporate/B2B,TATA AIG,Home,Theft,2025-06-06,2025-08-26,38895.57,Expired,Direct,West Bengal,0.0,No Claim,5639.86
POL-66181701,Nanda Ltd,Corporate/B2B,United India,Home,Theft,2026-06-18,2027-02-20,15348.29,Cancelled,Agency,West Bengal,0.0,No Claim,2225.5
